ClientName,Latitude,Longitude,ClusterNumber,centroids,UniqueClusterID
Danielle Mahoney,11.0248269,76.9050533,3,[11.02518256 76.91014288],C_3
Michael Banks DDS,11.0472711,76.9975825,5,[11.06430224 77.0049296 ],C_5
Alexandra Marshall,11.0205802,77.0386549,7,[11.0320363  77.05078642],C_7
Paula Cooper,10.9970268,76.9576367,1,[10.99032947 76.94906085],C_1
Carly Lee,11.033606,76.9222504,3,[11.02518256 76.91014288],C_3
Abigail Jones,10.9573963,76.923736,1,[10.99032947 76.94906085],C_1
Vincent Garcia,10.9475009,76.9780473,6,[10.95437625 76.97053033],C_6
Megan Wilson,10.9896229,76.9542503,1,[10.99032947 76.94906085],C_1
Jessica Miranda,11.0783029,77.0382123,5,[11.06430224 77.0049296 ],C_5
Stephanie Allen,11.0153006,76.9227825,3,[11.02518256 76.91014288],C_3
John White,11.0028483,77.03368,2,[11.00793952 77.00711148],C_2
Andrew Hughes,10.9966225,76.9868702,2,[11.00793952 77.00711148],C_2
Kimberly Campbell,10.9438599,76.9534028,6,[10.95437625 76.97053033],C_6
Lisa Hoffman,10.9771755,76.9614679,1,[10.99032947 76.94906085],C_1
Patricia Brewer,10.9907742,76.9339506,1,[10.99032947 76.94906085],C_1
Jessica Jensen,11.0449376,76.9319369,3,[11.02518256 76.91014288],C_3
Theresa Lee,11.0437341,77.0013025,5,[11.06430224 77.0049296 ],C_5
Rose Horne,10.951597,76.9727756,6,[10.95437625 76.97053033],C_6
Alison Washington,11.0016817,76.9917874,2,[11.00793952 77.00711148],C_2
James Conley,11.0015102,76.9506929,1,[10.99032947 76.94906085],C_1
Megan Everett,11.0228525,77.0221912,2,[11.00793952 77.00711148],C_2
Michael Li,11.0879607,77.0089063,5,[11.06430224 77.0049296 ],C_5
Matthew Potter,10.9986245,76.9524342,1,[10.99032947 76.94906085],C_1
Samuel Kidd,10.972117,76.9719723,6,[10.95437625 76.97053033],C_6
Marcus Harper,11.0153436,76.9841405,2,[11.00793952 77.00711148],C_2
Manuel Ward,10.9467116,76.9687727,6,[10.95437625 76.97053033],C_6
Robert Walker,11.0554711,77.0646484,7,[11.0320363  77.05078642],C_7
Adam Stokes,11.025405,76.967045,4,[11.03458701 76.96008318],C_4
Linda Perez,11.0281516,76.9396186,4,[11.03458701 76.96008318],C_4
Brian Rosario,11.0449155,76.9405929,4,[11.03458701 76.96008318],C_4
Kimberly Wilson,11.0081144,76.9647347,1,[10.99032947 76.94906085],C_1
Kyle Smith,10.9913259,76.9579794,1,[10.99032947 76.94906085],C_1
Paul Tucker,11.0610541,76.9370854,4,[11.03458701 76.96008318],C_4
Amanda Reed,11.0601711,76.972098,4,[11.03458701 76.96008318],C_4
Kevin Weaver,11.0284547,76.9393194,4,[11.03458701 76.96008318],C_4
Mrs. Jamie Bennett,11.0276703,77.0009231,2,[11.00793952 77.00711148],C_2
Kelly Day,11.027779,77.0004323,2,[11.00793952 77.00711148],C_2
Casey Jackson,11.1089085,77.0249936,5,[11.06430224 77.0049296 ],C_5
Gene Stephens,10.9434857,76.9574973,6,[10.95437625 76.97053033],C_6
Tara Jones,11.0635527,76.9096314,3,[11.02518256 76.91014288],C_3
William Williams,10.993707,76.9407349,1,[10.99032947 76.94906085],C_1
Elizabeth Jackson,11.0565949,76.9678948,4,[11.03458701 76.96008318],C_4
Riley Lambert,11.0714086,77.0172447,5,[11.06430224 77.0049296 ],C_5
Sarah Sellers,11.0218042,76.9161634,3,[11.02518256 76.91014288],C_3
Michael Henderson MD,11.0377558,76.9703658,4,[11.03458701 76.96008318],C_4
Andrew Roman,11.0187965,76.9799066,4,[11.03458701 76.96008318],C_4
Thomas Houston,11.0261349,76.9950199,2,[11.00793952 77.00711148],C_2
Ricardo Lopez,11.0287875,76.9575538,4,[11.03458701 76.96008318],C_4
Maria Boone,11.0276163,76.9357918,4,[11.03458701 76.96008318],C_4
Danielle Cummings,10.9416484,76.9350993,6,[10.95437625 76.97053033],C_6
Matthew Duncan,10.9930536,76.9920039,2,[11.00793952 77.00711148],C_2
Adam Skinner,11.0395914,76.9280806,3,[11.02518256 76.91014288],C_3
Angela Hall,11.0306667,76.9860346,4,[11.03458701 76.96008318],C_4
Rebecca Garcia,11.113248,77.0293981,5,[11.06430224 77.0049296 ],C_5
Linda Richard,10.9819043,76.9681982,1,[10.99032947 76.94906085],C_1
Glenn Daugherty,10.9881642,76.9416646,1,[10.99032947 76.94906085],C_1
Donna Mejia,11.0446799,76.9451567,4,[11.03458701 76.96008318],C_4
Ronald Hall,11.0462163,76.9507282,4,[11.03458701 76.96008318],C_4
Patrick Patel,11.0149122,77.0166797,2,[11.00793952 77.00711148],C_2
John Gomez,11.0287077,76.9966455,2,[11.00793952 77.00711148],C_2
Rebecca Burns,11.0228281,77.0195704,2,[11.00793952 77.00711148],C_2
Daniel Snyder,10.9769329,77.0249953,2,[11.00793952 77.00711148],C_2
Nicole Jordan,11.0308842,76.9529863,4,[11.03458701 76.96008318],C_4
Mary Morgan,11.0354492,77.0044556,2,[11.00793952 77.00711148],C_2
Nancy Garcia,10.9914749,76.9631848,1,[10.99032947 76.94906085],C_1
Justin Martinez,11.009417,77.0284364,2,[11.00793952 77.00711148],C_2
William Duncan,11.0005915,77.0358518,2,[11.00793952 77.00711148],C_2
Brandon Thompson,10.9425479,76.9527599,6,[10.95437625 76.97053033],C_6
Frank Lee,11.0360109,77.0155582,2,[11.00793952 77.00711148],C_2
Janet Harrison,11.0271802,76.962549,4,[11.03458701 76.96008318],C_4
Austin Wilkins,11.026199,76.958315,4,[11.03458701 76.96008318],C_4
Wendy Turner,11.017764,76.9241857,3,[11.02518256 76.91014288],C_3
Nicholas Stokes,11.015234,76.9612939,4,[11.03458701 76.96008318],C_4
Scott Fry,11.0098468,77.0088649,2,[11.00793952 77.00711148],C_2
Michael Henderson,11.0219257,77.0254355,2,[11.00793952 77.00711148],C_2
Kathleen Cantrell,10.9900185,76.9541759,1,[10.99032947 76.94906085],C_1
James Tran,11.0251783,76.9588315,4,[11.03458701 76.96008318],C_4
Benjamin Brown,10.9825409,76.9986244,2,[11.00793952 77.00711148],C_2
Kevin Wilson,11.0788822,77.0365561,5,[11.06430224 77.0049296 ],C_5
Patricia Carter,11.023259,77.0222896,2,[11.00793952 77.00711148],C_2
Lisa Nichols,11.0240097,77.0181193,2,[11.00793952 77.00711148],C_2
Dr. Tina Hess,11.037734,77.0377726,7,[11.0320363  77.05078642],C_7
James Taylor,11.0348812,76.9743509,4,[11.03458701 76.96008318],C_4
Christopher Brown,11.04801,77.0137144,5,[11.06430224 77.0049296 ],C_5
Francisco Vaughan,11.0591264,77.0500419,7,[11.0320363  77.05078642],C_7
Parker Evans,11.0300905,76.9619269,4,[11.03458701 76.96008318],C_4
Stephen Le,11.0288429,76.9322659,3,[11.02518256 76.91014288],C_3
Julie Price,10.9976294,77.0573977,7,[11.0320363  77.05078642],C_7
Donald Thomas,11.0535875,77.0629002,7,[11.0320363  77.05078642],C_7
Ronald Foster,10.9985908,76.9976422,2,[11.00793952 77.00711148],C_2
Paul Miller,10.9923751,76.988447,2,[11.00793952 77.00711148],C_2
Judith Anderson,11.0309103,76.963876,4,[11.03458701 76.96008318],C_4
Anita Cervantes,11.0193048,77.0188262,2,[11.00793952 77.00711148],C_2
Dylan Schmidt,11.0055565,76.9556291,1,[10.99032947 76.94906085],C_1
Kenneth Lynn,11.0151933,76.9232368,3,[11.02518256 76.91014288],C_3
Dennis Bradley,10.9954992,76.9480574,1,[10.99032947 76.94906085],C_1
Christopher Jones,11.0181143,76.9247328,3,[11.02518256 76.91014288],C_3
Jennifer Wise,11.0423185,77.0013447,5,[11.06430224 77.0049296 ],C_5
Dr. Debra Hinton DDS,11.0346531,76.9674253,4,[11.03458701 76.96008318],C_4
Joel Wallace,11.043006,76.9481579,4,[11.03458701 76.96008318],C_4
Samuel Christensen,10.953211,76.9602589,6,[10.95437625 76.97053033],C_6
Elizabeth Sullivan,10.955448,76.7923014,3,[11.02518256 76.91014288],C_3
Richard Rollins,11.021989,76.8851672,3,[11.02518256 76.91014288],C_3
Tiffany Nguyen,11.011562,77.007209,2,[11.00793952 77.00711148],C_2
Kathleen Carr,11.044755,77.048637,7,[11.0320363  77.05078642],C_7
Deborah Rose,10.9647409,76.9988196,6,[10.95437625 76.97053033],C_6
Brooke Hughes,11.0010252,77.0323409,2,[11.00793952 77.00711148],C_2
Brian Coleman,10.9604602,76.9799056,6,[10.95437625 76.97053033],C_6
Melissa Clark,11.0015598,76.9563144,1,[10.99032947 76.94906085],C_1
John Nelson,10.9556316,76.9739833,6,[10.95437625 76.97053033],C_6
Ryan Gibson,11.0200683,76.904479,3,[11.02518256 76.91014288],C_3
Kristin White,11.0356837,76.9306358,3,[11.02518256 76.91014288],C_3
Julia Smith,11.0022578,77.0233498,2,[11.00793952 77.00711148],C_2
Roger Parks,11.0420097,77.0022503,5,[11.06430224 77.0049296 ],C_5
Shaun Sanchez,10.9873307,76.9390501,1,[10.99032947 76.94906085],C_1
Tina Owen,10.9691939,77.0121028,2,[11.00793952 77.00711148],C_2
John Davidson,10.9971234,76.9926027,2,[11.00793952 77.00711148],C_2
Laurie Bennett,11.0284577,76.9956427,2,[11.00793952 77.00711148],C_2
Ashley Rodriguez,11.0816854,76.9838516,5,[11.06430224 77.0049296 ],C_5
Felicia Pratt,11.0464821,76.9556778,4,[11.03458701 76.96008318],C_4
Scott Hunt,11.0189668,77.0259994,2,[11.00793952 77.00711148],C_2
Joshua Evans,10.9606175,76.9831838,6,[10.95437625 76.97053033],C_6
David Villa,10.9962394,76.9578386,1,[10.99032947 76.94906085],C_1
Maria Lozano,10.9544852,76.9922012,6,[10.95437625 76.97053033],C_6
Brian Maldonado,10.9670109,76.9811303,6,[10.95437625 76.97053033],C_6
Dr. Christopher Martinez,11.0196171,76.9768031,4,[11.03458701 76.96008318],C_4
Alex Collier,11.0038395,77.0186532,2,[11.00793952 77.00711148],C_2
Marc Brown,11.023287,76.9781718,4,[11.03458701 76.96008318],C_4
Tiffany Huynh,11.0030853,76.9921895,2,[11.00793952 77.00711148],C_2
James Guzman,10.9872241,76.9391487,1,[10.99032947 76.94906085],C_1
Maria Stevens,11.0988109,77.0172233,5,[11.06430224 77.0049296 ],C_5
Miss Michelle Rodriguez,10.9922218,76.9586042,1,[10.99032947 76.94906085],C_1
John Adams,10.9933606,76.9490007,1,[10.99032947 76.94906085],C_1
Jessica Wright,11.0256564,76.9873777,2,[11.00793952 77.00711148],C_2
Jason George,10.9938372,76.9917631,2,[11.00793952 77.00711148],C_2
Christopher Conway,11.0436163,77.0026837,5,[11.06430224 77.0049296 ],C_5
James Richards,11.0317725,76.9383967,4,[11.03458701 76.96008318],C_4
Kenneth Fry,11.0395892,76.9892305,5,[11.06430224 77.0049296 ],C_5
Jose Bishop,11.032301,76.887698,3,[11.02518256 76.91014288],C_3
Jesse Ray,10.9708667,76.8937563,3,[11.02518256 76.91014288],C_3
Raven Cross,11.009929,77.0085477,2,[11.00793952 77.00711148],C_2
Cheryl Harris,11.010884,77.0338788,2,[11.00793952 77.00711148],C_2
Barbara Erickson,11.0454598,76.9382655,4,[11.03458701 76.96008318],C_4
Cory Robinson,11.0221689,76.9647001,4,[11.03458701 76.96008318],C_4
William Wilson,10.9393782,76.9736809,6,[10.95437625 76.97053033],C_6
Hannah Harris,11.038128,76.9240263,3,[11.02518256 76.91014288],C_3
David Nelson,11.0484949,76.9568871,4,[11.03458701 76.96008318],C_4
Cheyenne Curtis,11.007347,76.9140228,3,[11.02518256 76.91014288],C_3
Jennifer Garcia,10.9895554,76.9476522,1,[10.99032947 76.94906085],C_1
Matthew Chandler,11.1015045,76.996488,5,[11.06430224 77.0049296 ],C_5
David Forbes,11.0329601,76.9280848,3,[11.02518256 76.91014288],C_3
Lisa Stewart,11.0312117,76.9866896,4,[11.03458701 76.96008318],C_4
Nancy Meyers,11.05991,76.9455515,4,[11.03458701 76.96008318],C_4
John Hendricks,11.0363301,76.9778404,4,[11.03458701 76.96008318],C_4
Lawrence Fields,10.9941949,77.0027743,2,[11.00793952 77.00711148],C_2
Mrs. Brittany Garcia,10.9867789,76.9390644,1,[10.99032947 76.94906085],C_1
Teresa Parks,10.9947717,76.9934763,2,[11.00793952 77.00711148],C_2
Rachael Diaz,11.0261196,76.9677242,4,[11.03458701 76.96008318],C_4
Robert Johnson,11.0298053,76.9857888,4,[11.03458701 76.96008318],C_4
William Orozco,10.9558205,76.9787518,6,[10.95437625 76.97053033],C_6
Matthew Brown,11.0476696,77.0384909,7,[11.0320363  77.05078642],C_7
Zachary Cowan,10.9823509,76.9706068,1,[10.99032947 76.94906085],C_1
Nicole Brown,11.0128533,77.00154,2,[11.00793952 77.00711148],C_2
Jermaine Park,11.0355101,77.0029226,2,[11.00793952 77.00711148],C_2
Shane Riley,11.0729823,77.001567,5,[11.06430224 77.0049296 ],C_5
Brandon Kemp,11.0247107,76.9048613,3,[11.02518256 76.91014288],C_3
Joseph Gould,10.9922564,76.9910083,2,[11.00793952 77.00711148],C_2
Teresa Anderson,11.052827,77.073431,7,[11.0320363  77.05078642],C_7
Lisa Sims,11.0633265,77.0272701,5,[11.06430224 77.0049296 ],C_5
Timothy Wolfe,11.0879279,77.0091167,5,[11.06430224 77.0049296 ],C_5
Shelia Brown,11.0057565,77.0406757,7,[11.0320363  77.05078642],C_7
Kathryn Luna,11.029406,76.9613931,4,[11.03458701 76.96008318],C_4
Brittany Cook,10.9925091,76.9935835,2,[11.00793952 77.00711148],C_2
Brett Jones,11.0268978,77.0193769,2,[11.00793952 77.00711148],C_2
Kathleen Douglas,10.9472009,76.9428778,6,[10.95437625 76.97053033],C_6
Steven Moreno,11.0391436,76.9306358,3,[11.02518256 76.91014288],C_3
Joseph Burton,11.0122422,77.0010121,2,[11.00793952 77.00711148],C_2
Darryl Barnett,11.0259912,76.9884752,2,[11.00793952 77.00711148],C_2
Diana Miller,11.0312223,76.9996019,2,[11.00793952 77.00711148],C_2
Mrs. Julia Perry,11.0296399,76.9754356,4,[11.03458701 76.96008318],C_4
Derrick Sanders,11.0275879,76.9550972,4,[11.03458701 76.96008318],C_4
Holly Hicks,11.0078992,77.015012,2,[11.00793952 77.00711148],C_2
Vicki Hall,11.0306723,76.9711771,4,[11.03458701 76.96008318],C_4
Patricia Young,10.9603448,76.9726197,6,[10.95437625 76.97053033],C_6
Aaron Porter,11.028843,76.997749,2,[11.00793952 77.00711148],C_2
John Herman,10.9601895,76.977189,6,[10.95437625 76.97053033],C_6
Michael Herrera,10.9744623,77.0286467,2,[11.00793952 77.00711148],C_2
Maria Trujillo,11.0354349,76.9758396,4,[11.03458701 76.96008318],C_4
Blake Miller,11.030357,76.9931748,2,[11.00793952 77.00711148],C_2
Jerry Weaver,11.0300307,76.9410183,4,[11.03458701 76.96008318],C_4
Zachary Peterson,11.0354143,76.9559454,4,[11.03458701 76.96008318],C_4
Maria West,11.0074218,76.9107767,3,[11.02518256 76.91014288],C_3
Justin Davis,10.9320296,76.9513741,6,[10.95437625 76.97053033],C_6
Jennifer Harper,11.0265309,76.9059688,3,[11.02518256 76.91014288],C_3
Keith Green,11.0612792,76.9362739,4,[11.03458701 76.96008318],C_4
Sylvia Brown,11.0274032,76.9047891,3,[11.02518256 76.91014288],C_3
Jesse Blackburn,11.012953,77.0099334,2,[11.00793952 77.00711148],C_2
Kathleen Ruiz,11.0412225,76.9985374,5,[11.06430224 77.0049296 ],C_5
Bryan Gomez,11.0227702,76.9518833,4,[11.03458701 76.96008318],C_4
James Fischer,11.021045,76.9500237,4,[11.03458701 76.96008318],C_4
Dwayne Hernandez,11.0289937,76.9611972,4,[11.03458701 76.96008318],C_4
Jill Ballard DDS,11.0195102,76.9632373,4,[11.03458701 76.96008318],C_4
Frances Vang,10.9995106,77.025461,2,[11.00793952 77.00711148],C_2
Melissa Lopez,10.9588005,76.9789588,6,[10.95437625 76.97053033],C_6
Thomas York,11.0573411,76.9357359,4,[11.03458701 76.96008318],C_4
Amanda Castaneda,11.048055,76.9730726,4,[11.03458701 76.96008318],C_4
Mark Gamble,10.9937961,76.9581264,1,[10.99032947 76.94906085],C_1
Steven Dunn DVM,11.0281445,76.9559885,4,[11.03458701 76.96008318],C_4
Danielle Rowland,11.0215293,76.9684462,4,[11.03458701 76.96008318],C_4
Ashlee Solomon,11.0629779,76.9962476,5,[11.06430224 77.0049296 ],C_5
Monica Long,10.907681,77.0031334,0,[10.90632173 76.96935831],C_0
Shannon Allen,10.9971081,76.9334578,1,[10.99032947 76.94906085],C_1
Robert Sparks,10.9948048,76.9427973,1,[10.99032947 76.94906085],C_1
Michael Mosley,11.0529219,77.0615944,7,[11.0320363  77.05078642],C_7
James Armstrong,11.013684,77.0190626,2,[11.00793952 77.00711148],C_2
Jesus Morse,11.0118733,76.910837,3,[11.02518256 76.91014288],C_3
Robert Diaz,10.9785874,77.0243629,2,[11.00793952 77.00711148],C_2
Andrew Lin,11.0446933,76.9467533,4,[11.03458701 76.96008318],C_4
Meredith Walker,10.9911943,76.9930354,2,[11.00793952 77.00711148],C_2
Kenneth Ross,10.9546085,76.9921416,6,[10.95437625 76.97053033],C_6
Guy Schultz,11.0158235,76.9273943,3,[11.02518256 76.91014288],C_3
Jacqueline Ewing,11.0016064,76.9558737,1,[10.99032947 76.94906085],C_1
Julie Taylor,10.9906285,76.9631804,1,[10.99032947 76.94906085],C_1
Lori Jones,10.9986631,76.9848839,2,[11.00793952 77.00711148],C_2
Paul Garcia,11.0297079,76.9317448,3,[11.02518256 76.91014288],C_3
Jermaine Miller,11.0632048,77.0024719,5,[11.06430224 77.0049296 ],C_5
Joshua Ray,10.9484092,76.9536161,6,[10.95437625 76.97053033],C_6
Jill Marshall,10.9244417,76.9828583,0,[10.90632173 76.96935831],C_0
Richard Knight,10.991935,76.9335917,1,[10.99032947 76.94906085],C_1
Kyle Murray,11.0567147,77.0151816,5,[11.06430224 77.0049296 ],C_5
Heather Myers,11.0580153,76.9709273,4,[11.03458701 76.96008318],C_4
David Lopez,10.9029672,76.9623571,0,[10.90632173 76.96935831],C_0
Brooke Shepard,11.0033194,76.9907616,2,[11.00793952 77.00711148],C_2
Tracey Lyons,10.9892499,76.9958792,2,[11.00793952 77.00711148],C_2
Mrs. Elizabeth Santiago MD,10.9602943,76.9834005,6,[10.95437625 76.97053033],C_6
Melissa George,10.959165,76.9731516,6,[10.95437625 76.97053033],C_6
Anthony Lopez,10.9972776,77.0067966,2,[11.00793952 77.00711148],C_2
Julie Bender,11.1161713,77.0303726,5,[11.06430224 77.0049296 ],C_5
Chelsea Baker,11.0494377,76.9612948,4,[11.03458701 76.96008318],C_4
Michael Howard,11.0226117,76.9665767,4,[11.03458701 76.96008318],C_4
Ryan Norman,10.9590384,76.9754731,6,[10.95437625 76.97053033],C_6
Tammy Gordon,11.0152602,76.9634889,4,[11.03458701 76.96008318],C_4
Holly Odom,11.0201247,77.0608042,7,[11.0320363  77.05078642],C_7
Heather Whitehead,10.9604644,76.9843091,6,[10.95437625 76.97053033],C_6
Tiffany Chan,11.0508431,76.9901773,5,[11.06430224 77.0049296 ],C_5
Robert Hart,11.0639946,76.9982699,5,[11.06430224 77.0049296 ],C_5
Kent Hess,11.0472866,76.974224,4,[11.03458701 76.96008318],C_4
Marissa Edwards,11.0374873,77.037129,7,[11.0320363  77.05078642],C_7
Karen Hart,11.0247073,76.9048601,3,[11.02518256 76.91014288],C_3
Annette Brown,10.9986245,76.9524342,1,[10.99032947 76.94906085],C_1
Jeffery Cruz,10.9945337,76.9988343,2,[11.00793952 77.00711148],C_2
Scott Powers,10.9584935,76.9310104,1,[10.99032947 76.94906085],C_1
Eric Anderson,10.9936281,76.9922413,2,[11.00793952 77.00711148],C_2
Melanie Lewis,11.056018,77.0623661,7,[11.0320363  77.05078642],C_7
Tyrone Thompson,11.0168231,77.0317631,7,[11.0320363  77.05078642],C_7
Gary Green,10.9742567,77.0261367,2,[11.00793952 77.00711148],C_2
Justin Reyes,11.0018366,76.9506858,1,[10.99032947 76.94906085],C_1
Jimmy Smith,11.0500239,76.9900656,5,[11.06430224 77.0049296 ],C_5
Jeffrey Greene,10.9484719,76.9552991,6,[10.95437625 76.97053033],C_6
Douglas Henry,10.9550276,76.9733925,6,[10.95437625 76.97053033],C_6
Stephen Barnett,10.988634,76.9504585,1,[10.99032947 76.94906085],C_1
Andrew Hunt DVM,11.0417081,77.000711,5,[11.06430224 77.0049296 ],C_5
Heidi Doyle,11.0352109,76.9068093,3,[11.02518256 76.91014288],C_3
Brandi Lambert,11.0519229,76.960493,4,[11.03458701 76.96008318],C_4
Nathan Paul,11.0283628,76.9027767,3,[11.02518256 76.91014288],C_3
William Gomez,11.0638703,76.9914195,5,[11.06430224 77.0049296 ],C_5
Daniel Wall,11.0037509,77.0185453,2,[11.00793952 77.00711148],C_2
Tina Hays,10.9909102,76.9938936,2,[11.00793952 77.00711148],C_2
Mary Sandoval,10.9906846,76.9629639,1,[10.99032947 76.94906085],C_1
Juan Hughes,11.0381629,76.9241355,3,[11.02518256 76.91014288],C_3
Kelly Fowler,11.0591104,76.996897,5,[11.06430224 77.0049296 ],C_5
Daniel Weber,11.048157,76.9338026,4,[11.03458701 76.96008318],C_4
Cassandra Allen,10.9610132,76.9712572,6,[10.95437625 76.97053033],C_6
Charles Lopez,10.9618968,76.9008409,1,[10.99032947 76.94906085],C_1
Matthew Lewis,11.0241333,76.907552,3,[11.02518256 76.91014288],C_3
Tyler Rivera,11.0131758,76.9619656,4,[11.03458701 76.96008318],C_4
Alexandria Jordan,10.9615787,76.8161051,3,[11.02518256 76.91014288],C_3
Tara Hicks MD,10.9950542,76.9296741,1,[10.99032947 76.94906085],C_1
Teresa King,11.0979932,77.0182347,5,[11.06430224 77.0049296 ],C_5
Travis Thomas,10.9913877,76.9644676,1,[10.99032947 76.94906085],C_1
Valerie Mathews,10.9912964,76.9938696,2,[11.00793952 77.00711148],C_2
Mary James,11.0290664,76.9610955,4,[11.03458701 76.96008318],C_4
Shannon Smith,11.0361419,76.9371218,4,[11.03458701 76.96008318],C_4
Ronald Hawkins,11.0201992,76.9720979,4,[11.03458701 76.96008318],C_4
Sabrina Wilson,11.0288531,76.8954404,3,[11.02518256 76.91014288],C_3
Bonnie Santos,10.9518907,76.9795499,6,[10.95437625 76.97053033],C_6
Angel Brown,11.0250066,76.9024419,3,[11.02518256 76.91014288],C_3
Mr. Michael Davis PhD,11.0790655,76.9417256,4,[11.03458701 76.96008318],C_4
Julia Petty,11.036226,76.9752509,4,[11.03458701 76.96008318],C_4
Shannon Fowler,10.9573393,76.9248721,1,[10.99032947 76.94906085],C_1
Jennifer Berger,10.988068,76.9383229,1,[10.99032947 76.94906085],C_1
James Morrow,11.0127078,76.9990468,2,[11.00793952 77.00711148],C_2
Paula Carter,11.0230055,76.9657336,4,[11.03458701 76.96008318],C_4
Phillip Booth,10.9926222,76.9974936,2,[11.00793952 77.00711148],C_2
Kathleen Harris,10.9898867,76.9592161,1,[10.99032947 76.94906085],C_1
Alex Moore,11.0210157,76.9088623,3,[11.02518256 76.91014288],C_3
Matthew Bryant,11.0411245,76.944321,4,[11.03458701 76.96008318],C_4
Rachael Heath,11.0418367,77.000569,5,[11.06430224 77.0049296 ],C_5
Daniel Collins,10.9866852,76.9460071,1,[10.99032947 76.94906085],C_1
Regina Ellis,10.9959844,77.0272211,2,[11.00793952 77.00711148],C_2
